cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
03.0201,"Environmental/Natural Resources Management and Policy, General",Natural Resources,other,cip2,Natural Resources,conservation scientists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0204,Environmental/Natural Resource Economics,Natural Resources,other,cip2,Natural Resources,economics teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0205,"Water, Wetlands, and Marine Resources Management",Natural Resources,other,cip2,Natural Resources,conservation scientists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0206,Land Use Planning and Management/Development,Natural Resources,other,cip2,Natural Resources,conservation scientists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0207,Environmental/Natural Resource Recreation and Tourism,Natural Resources,other,cip2,Natural Resources,entertainment and recreation managers,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0208,Environmental/Natural Resources Law Enforcement and Protective Services,Natural Resources,other,cip2,Natural Resources,criminal justice and law enforcement teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0209,Energy and Environmental Policy,Natural Resources,other,cip2,Natural Resources,compliance officers,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0299,"Environmental/Natural Resources Management and Policy, Other",Natural Resources,other,cip2,Natural Resources,forestry and conservation science teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0301,Fishing and Fisheries Sciences and Management,Natural Resources,other,cip2,Natural Resources,first-line supervisors of farming,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0501,"Forestry, General",Natural Resources,other,cip2,Natural Resources,first-line supervisors of farming,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0502,Forest Sciences and Biology,Natural Resources,other,cip2,Natural Resources,conservation scientists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0506,Forest Management/Forest Resources Management,Natural Resources,other,cip2,Natural Resources,conservation scientists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0508,Urban Forestry,Natural Resources,other,cip2,Natural Resources,forestry and conservation science teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0509,Wood Science and Wood Products/Pulp and Paper Technology/Technician,Natural Resources,other,cip2,Natural Resources,forestry and conservation science teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0510,Forest Resources Production and Management,Natural Resources,other,cip2,Natural Resources,forest and conservation technicians,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0511,Forest Technology/Technician,Natural Resources,other,cip2,Natural Resources,forest and conservation technicians,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0599,"Forestry, Other",Natural Resources,other,cip2,Natural Resources,forestry and conservation science teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.0601,"Wildlife, Fish and Wildlands Science and Management",Natural Resources,other,cip2,Natural Resources,zoologists and wildlife biologists,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
03.9999,"Natural Resources and Conservation, Other",Natural Resources,other,cip2,Natural Resources,forestry and conservation science teacher,Environmental consultant,"Permitting, site assessment, and compliance for developers and industrials.",19-2041,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,GIS / planning analyst,"Land use and infrastructure as maps, not a field-tech route.",17-1021
